Mineral Name,Country of Type Locality
Demicheleite-(Cl),Italy
Demicheleite-(I),Italy
Dessauite-(Y),Italy
Deveroite-(Ce),Italy
Aluminocerite-(Ce),Italy
Dimorphite,Italy
Dinite,Italy
Diopside,Italy
Dissakisite-(La),Italy
Disulfodadsonite,Italy
Aluminocoquimbite,Italy
Dolerophanite,Italy
Dolomite,Italy
Aluminopyracmonite,Italy
Aluminosugilite,Italy
Dutrowite,Italy
Acmonidesite,Italy
Elbaite,Italy
Ellenbergerite,Italy
Eriochalcite,Italy
Erythrosiderite,Italy
Euchlorine,Italy
Ambrinoite,Italy
Fantappièite,Italy
Farneseite,Italy
Fassinaite,Italy
Ferri-mottanaite-(Ce),Italy
Ferriakasakaite-(Ce),Italy
Ammonioborite,Italy
Ferro-ferri-hornblende,Italy
Ferro-fluoro-edenite,Italy
Ferro-glaucophane,Italy
Ferroefremovite,Italy
Ferruccite,Italy
Fiemmeite,Italy
Analcime,Italy
Fluor-tsilaisite,Italy
Fluorcarmoite-(BaNa),Italy
Fluoro-edenite,Italy
Fluorophlogopite,Italy
Forsterite,Italy
Andreadiniite,Italy
Francoanellite,Italy
Franzinite,Italy
Garavellite,Italy
Gasparite-(Ce),Italy
Gehlenite,Italy
Gelosaite,Italy
Ghiaraite,Italy
Giacovazzoite,Italy
Ginorite,Italy
Gismondine-Ca,Italy
Giuseppettite,Italy
Gmelinite-Ca,Italy
Anorthite,Italy
Gramaccioliite-(Y),Italy
Grandaite,Italy
Grattarolaite,Italy
Gravegliaite,Italy
Grumiplucite,Italy
Haüyne,Italy
Hellandite-(Ce),Italy
Hephaistosite,Italy
Aphthitalite,Italy
Heulandite-K,Italy
Heulandite-Sr,Italy
Hieratite,Italy
Apuanite,Italy
Humite,Italy
Hydroxylwagnerite,Italy
Ichnusaite,Italy
Ilvaite,Italy
Ardennite-(V),Italy
Isselite,Italy
Jahnsite-(MnMnFe),Italy
Jamborite,Italy
Adranosite,Italy
Jervisite,Italy
Argesite,Italy
Kaliophilite,Italy
Adranosite-(Fe),Italy
Karenwebberite,Italy
Katoite,Italy
Kenoargentotennantite-(Fe),Italy
Armellinoite-(Ce),Italy
Arrojadite-(BaNa),Italy
Kircherite,Italy
Knasibfite,Italy
Kremersite,Italy
Arsenmarcobaldiite,Italy
Arsenmedaite,Italy
Lafossaite,Italy
Larderellite,Italy
Latiumite,Italy
Lavoisierite,Italy
Leguernite,Italy
Leucite,Italy
Lime,Italy
Liottite,Italy
Litidionite,Italy
Lombardoite,Italy
Arsiccioite,Italy
Lucabindiite,Italy
Artinite,Italy
Lusernaite-(Y),Italy
Magnanelliite,Italy
Magnesio-ferri-fluoro-hornblende,Italy
Magnesioaubertite,Italy
Magnesiobeltrandoite-2N3S,Italy
Magnesiodumortierite,Italy
Magnesioferrite,Italy
Magnesiostaurolite,Italy
Magnesite,Italy
Malladrite,Italy
Mambertiite,Italy
Manganiakasakaite-(La),Italy
Manganiandrosite-(Ce),Italy
Manganiceladonite,Italy
Manganolangbeinite,Italy
Mapiquiroite,Italy
Marchettiite,Italy
Marcobaldiite,Italy
Marialite,Italy
Marinellite,Italy
Marrucciite,Italy
Mascagnite,Italy
Matteuccite,Italy
Medaite,Italy
Meerschautite,Italy
Meionite,Italy
Melanophlogite,Italy
Melanothallite,Italy
Meneghinite,Italy
Mercallite,Italy
Merlinoite,Italy
Microsommite,Italy
Millosevichite,Italy
Minguzzite,Italy
Misenite,Italy
Mitscherlichite,Italy
Mohrite,Italy
Molinelloite,Italy
Molysite,Italy
Monazite-(Nd),Italy
Monteneroite,Italy
Monteneveite,Italy
Monteponite,Italy
Montesommaite,Italy
Montetrisaite,Italy
Monticellite,Italy
Avogadrite,Italy
Mottanaite-(Ce),Italy
Mozartite,Italy
Mozgovaite,Italy
Mo?loite,Italy
Nahcolite,Italy
Nasinite,Italy
Nepheline,Italy
Nuragheite,Italy
Balangeroite,Italy
Balestraite,Italy
Onoratoite,Italy
Bali??uni?ite,Italy
Orlandiite,Italy
Balliranoite,Italy
Oxycalcioroméite,Italy
Palenzonaite,Italy
Palmierite,Italy
Panichiite,Italy
Panunzite,Italy
Paracelsian,Italy
Paradimorphite,Italy
Paraniite-(Y),Italy
Parascandolaite,Italy
Barberiite,Italy
Parasterryite,Italy
Paseroite,Italy
Pectolite,Italy
Pellouxite,Italy
Peprossiite-(Ce),Italy
Peretaite,Italy
Periclase,Italy
Perrierite-(Ce),Italy
Phillipsite-K,Italy
Phillipsite-Na,Italy
Phosphoellenbergerite,Italy
Piccoliite,Italy
Barrerite,Italy
Picromerite,Italy
Piemontite,Italy
Piemontite-(Sr),Italy
Piergorite-(Ce),Italy
Pillaite,Italy
Pitiglianoite,Italy
Plumbopharmacosiderite,Italy
Polloneite,Italy
Pollucite,Italy
Poppiite,Italy
Potassic-fluoro-richterite,Italy
Princivalleite,Italy
Protochabournéite,Italy
Bassanite,Italy
Pseudocotunnite,Italy
Bassoite,Italy
Pumpellyite-(Fe3+),Italy
Pyracmonite,Italy
Pyradoketosite,Italy
Quadridavyne,Italy
Ramanite-(Cs),Italy
Ramanite-(Rb),Italy
Ramazzoite,Italy
Refikite,Italy
Reppiaite,Italy
Bavenite,Italy
Riomarinaite,Italy
Rodolicoite,Italy
Roggianite,Italy
Rosasite,Italy
Rosenbergite,Italy
Rosiaite,Italy
Rouxelite,Italy
Bazzite,Italy
Rubicline,Italy
Russoite,Italy
Sabelliite,Italy
Sacrofanite,Italy
Salammoniac,Italy
Saneroite,Italy
Santabarbaraite,Italy
Santite,Italy
Sarcolite,Italy
Sardignaite,Italy
Sarrabusite,Italy
Sarrochite,Italy
Sassolite,Italy
Sbacchiite,Italy
Sborgite,Italy
Scacchite,Italy
Scainiite,Italy
Scandiobabingtonite,Italy
Scordariite,Italy
Scorticoite,Italy
Sepiolite,Italy
Siderazot,Italy
Sigismundite,Italy
Simonellite,Italy
Spadaite,Italy
Steropesite,Italy
Stilbite-Na,Italy
Stoppaniite,Italy
Strontiomelane,Italy
Suenoite,Italy
Bernarlottiite,Italy
Suseinargiuite,Italy
Sylvite,Italy
Tancaite-(Ce),Italy
Taramellite,Italy
Tavagnascoite,Italy
Tazzoliite,Italy
Tenorite,Italy
Tetrahedrite-(Fe),Italy
Therasiaite,Italy
Thermessaite,Italy
Thermessaite-(NH4),Italy
Tiberiobardiite,Italy
Tiragalloite,Italy
Tondiite,Italy
Biachellaite,Italy
Bianchiniite,Italy
Bianchite,Italy
Tsilaisite,Italy
Tuscanite,Italy
Aiolosite,Italy
Umbrianite,Italy
Uranopolycrase,Italy
Uvite,Italy
Vanadiocarpholite,Italy
Vanadomalayaite,Italy
Versiliaite,Italy
Vertumnite,Italy
Vesuvianite,Italy
Vicanite-(Ce),Italy
Vigezzite,Italy
Biringuccite,Italy
Volaschioite,Italy
Voltaite,Italy
Vurroite,Italy
Wenkite,Italy
Willhendersonite,Italy
Zaccagnaite,Italy
Zincalstibite,Italy
Bonacinaite,Italy
Bonattite,Italy
Boscardinite,Italy
Bottinoite,Italy
Boussingaultite,Italy
Braccoite,Italy
Branchite,Italy
Brizziite,Italy
Brontesite,Italy
Brugnatellite,Italy
Albertiniite,Italy
Cabvinite,Italy
Calcioancylite-(Nd),Italy
Aldomarinoite,Italy
Campigliaite,Italy
Campostriniite,Italy
Canavesite,Italy
Cannizzarite,Italy
Canosioite,Italy
Caoxite,Italy
Capranicaite,Italy
Carducciite,Italy
Carlosturanite,Italy
Carobbiite,Italy
Carraraite,Italy
Cascandite,Italy
Cassagnaite,Italy
Castellaroite,Italy
Cavoite,Italy
Celadonite,Italy
Celleriite,Italy
Cerchiaraite-(Mn),Italy
Cerussite,Italy
Cesanite,Italy
Cetineite,Italy
Chabazite-Ca,Italy
Chabazite-K,Italy
Chabazite-Na,Italy
Chalcocyanite,Italy
Aliettite,Italy
Chiavennite,Italy
Chloraluminite,Italy
Allanite-(La),Italy
Chlormanganokalite,Italy
Chlorocalcite,Italy
Chloromagnesite,Italy
Chlorothionite,Italy
Bohuslavite,Italy/Czech Republic
Steudelite,Itay
Chromio-pargasite,Japan
Clinoptilolite-Ca,Japan
Clinotobermorite,Japan
Epidote-(Sr),Japan
Erionite-Ca,Japan
Ferriakasakaite-(La),Japan
Ferriandrosite-(La),Japan
Ferriprehnite,Japan
Ferro-ferri-holmquistite,Japan
Ammonioleucite,Japan
Adachiite,Japan
Fluorapophyllite-(Na),Japan
Fukalite,Japan
Fukuchilite,Japan
Furutobeite,Japan
Anilite,Japan
Haradaite,Japan
Henmilite,Japan
Hingganite-(Ce),Japan
Hitachiite,Japan
Hizenite-(Y),Japan
Horomanite,Japan
Iimoriite-(Y),Japan
Ikunolite,Japan
Imayoshiite,Japan
Imogolite,Japan
Iseite,Japan
Ishikawaite,Japan
Itoigawaite,Japan
Iwashiroite-(Y),Japan
Iwateite,Japan
Iyoite,Japan
Jimboite,Japan
Julgoldite-(Mg),Japan
J?kokuite,Japan
Kamaishilite,Japan
Kamiokite,Japan
Kannanite,Japan
Kanoite,Japan
Katayamalite,Japan
Kawazulite,Japan
Kimuraite-(Y),Japan
Kinichilite,Japan
Kinoshitalite,Japan
Kiryuite,Japan
Kobeite-(Y),Japan
Kozoite-(La),Japan
Kozoite-(Nd),Japan
Kusachiite,Japan
Lévyne-Na,Japan
Magnesio-foitite,Japan
Asagiite,Japan
Magnesio-riebeckite,Japan
Magnesiorowlandite-(Y),Japan
Mangano-ferri-eckermannite,Japan
Aspidolite,Japan
Manjiroite,Japan
Masutomilite,Japan
Matsubaraite,Japan
Aurihydrargyrumite,Japan
Michitoshiite-(Cu),Japan
Mieite-(Y),Japan
Miharaite,Japan
Mikasaite,Japan
Minakawaite,Japan
Minohlite,Japan
Misakiite,Japan
Miyahisaite,Japan
Momoiite,Japan
Morimotoite,Japan
Munakataite,Japan
Murakamiite,Japan
Nagashimalite,Japan
Nakauriite,Japan
Nambulite,Japan
Natronambulite,Japan
Niigataite,Japan
Ningyoite,Japan
Numanoite,Japan
Ohmilite,Japan
Okayamalite,Japan
Okhotskite,Japan
Ominelite,Japan
Osakaite,Japan
Osarizawaite,Japan
Osumilite,Japan
Oxyyttrobetafite-(Y),Japan
Oyelite,Japan
Pararsenolamprite,Japan
Parasibirskite,Japan
Parasymplesite,Japan
Petersite-(La),Japan
Potassic-ferri-leakeite,Japan
Potassic-ferro-pargasite,Japan
Potassic-ferro-sadanagaite,Japan
Potassic-sadanagaite,Japan
Proto-anthophyllite,Japan
Proto-ferro-suenoite,Japan
Pumpellyite-(Mn2+),Japan
Pyrrhotite,Japan
Rengeite,Japan
Rhabdophane-(Y),Japan
Rumoiite,Japan
Rutheniridosmine,Japan
Ruthenium,Japan
Beaverite-(Zn),Japan
Sadanagaite,Japan
Sakuraiite,Japan
Samaniite,Japan
Shigaite,Japan
Shimazakiite,Japan
Shirozulite,Japan
Shosanbetsuite,Japan
Sonolite,Japan
Stannoidite,Japan
Stronalsite,Japan
Strontio-orthojoaquinite,Japan
Sugakiite,Japan
Sugilite,Japan
Suzukiite,Japan
Takanawaite-(Y),Japan
Takanelite,Japan
Takedaite,Japan
Tamaite,Japan
Taneyamalite,Japan
Tanohataite,Japan
Teineite,Japan
Tetrahedrite-(Mn),Japan
Thomsonite-Sr,Japan
Tobelite,Japan
Todorokite,Japan
Tokyoite,Japan
Tomamaeite,Japan
Toyohaite,Japan
Bicchulite,Japan
Tsugaruite,Japan
Tsumoite,Japan
Uduminelite,Japan
Uedaite-(Ce),Japan
Vanadoallanite-(La),Japan
Wadalite,Japan
Wakabayashilite,Japan
Wakefieldite-(Nd),Japan
Watanabeite,Japan
Watatsumiite,Japan
Akaganeite,Japan
Yoshimuraite,Japan
Yugawaralite,Japan
Bosoite,Japan
Britholite-(Y),Japan
Bunnoite,Japan
Buserite,Japan
Abuite,Japan
Chibaite,Japan
Chiyokoite,Japan
Transjordanite,Jordan / Israel
Chromatite,Jordan
Crocobelonite,Jordan
Deynekoite,Jordan
Hashemite,Jordan
Khurayyimite,Jordan
Moabite,Jordan
Nazarchukite,Jordan
Nickolayite,Jordan
Orishchinite,Jordan
Priscillagrewite-(Y),Jordan
Qatranaite,Jordan
Siwaqaite,Jordan
Tululite,Jordan
Yakubovichite,Jordan
Ankinovichite,Kazakhstan / Kyrgyzstan
Bogdanovite,Kazakhstan / Russia
Chukhrovite-(Nd),Kazakhstan
Chukhrovite-(Y),Kazakhstan
Clinokurchatovite,Kazakhstan
Cupropearceite,Kazakhstan
Altaite,Kazakhstan
Cámaraite,Kazakhstan
Dioptase,Kazakhstan
Dzharkenite,Kazakhstan
Alvanite,Kazakhstan
Ferri-fluoro-leakeite,Kazakhstan
Ferrihydrite,Kazakhstan
Fluocerite-(La),Kazakhstan
Gagarinite-(Y),Kazakhstan
Gasparite-(La),Kazakhstan
Halurgite,Kazakhstan
Hessite,Kazakhstan
Hydroboracite,Kazakhstan
Inderborite,Kazakhstan
Inderite,Kazakhstan
Irtyshite,Kazakhstan
Argentotennantite-(Zn),Kazakhstan
Kayupovaite,Kazakhstan
Kazakhstanite,Kazakhstan
Kokchetavite,Kazakhstan
Kryzhanovskite,Kazakhstan
Kumdykolite,Kazakhstan
Kurgantaite,Kazakhstan
Kurnakovite,Kazakhstan
Kurumsakite,Kazakhstan
Lithiotantite,Kazakhstan
Lithiowodginite,Kazakhstan
Maikainite,Kazakhstan
Maruyamaite,Kazakhstan
Melkovite,Kazakhstan
Metaborite,Kazakhstan
Mitryaevaite,Kazakhstan
Monazite-(La),Kazakhstan
Mourite,Kazakhstan
Natroboltwoodite,Kazakhstan
Natrotitanite,Kazakhstan
Natrouranospinite,Kazakhstan
Niksergievite,Kazakhstan
Novgorodovaite,Kazakhstan
Novodneprite,Kazakhstan
Petrovskaite,Kazakhstan
Plumbotellurite,Kazakhstan
Pokrovskite,Kazakhstan
Posnjakite,Kazakhstan
Preobrazhenskite,Kazakhstan
Bastn?site-(Y),Kazakhstan
Roshchinite,Kazakhstan
Bearsite,Kazakhstan
Rusakovite,Kazakhstan
Saryarkite-(Y),Kazakhstan
Satimolite,Kazakhstan
Satpaevite,Kazakhstan
Sedovite,Kazakhstan
Strelkinite,Kazakhstan
Strontioborite,Kazakhstan
Tarbagataite,Kazakhstan
Betpakdalite-CaCa,Kazakhstan
Betpakdalite-NaCa,Kazakhstan
Bezsmertnovite,Kazakhstan
Uramarsite,Kazakhstan
Vanalite,Kazakhstan
Volkovskite,Kazakhstan
Yarzhemskiite,Kazakhstan
Zincsilite,Kazakhstan
Bokite,Kazakhstan
Akdalaite,Kazakhstan
Aksaite,Kazakhstan
Carbonatecyanotrichite,Kazakhstan
Chelkarite,Kazakhstan
Chernykhite,Kazakhstan
Chistyakovaite,Kazakhstan
Eugsterite,Kenya / Turkey
Clinoferrosilite,Kenya
Kenyaite,Kenya
Magadiite,Kenya
Makatite,Kenya
Oxy-dravite,Kenya
Schreyerite,Kenya
Berdesinskiite,Kenya
Galkhaite,Kyrgyzstan / Russia
Kuznetsovite,Kyrgyzstan / Russia
Turkestanite,Kyrgyzstan / Tajikistan
Chursinite,Kyrgyzstan
Gruzdevite,Kyrgyzstan
Khaidarkanite,Kyrgyzstan
Khristovite-(Ce),Kyrgyzstan
Kolovratite,Kyrgyzstan
Kyrgyzstanite,Kyrgyzstan
Monohydrocalcite,Kyrgyzstan
Poyarkovite,Kyrgyzstan
Shakhovite,Kyrgyzstan
Thorutite,Kyrgyzstan
Tyuyamunite,Kyrgyzstan
Uramphite,Kyrgyzstan
Velikite,Kyrgyzstan
Vistepite,Kyrgyzstan
Bonazziite,Kyrgyzstan
Akopovaite,Kyrgyzstan
Crowningshieldite,Lesotho
Knorringite,Lesotho
Trona,Libya
Luxembourgite,Luxembourg
Fluor-liddicoatite,Madagascar
Grandidierite,Madagascar
Hibonite,Madagascar
Hydrokenopyrochlore,Madagascar
Lasnierite,Madagascar
Laurentthomasite,Madagascar
Liandratite,Madagascar
Londonite,Madagascar
Manandonite,Madagascar
Nioboheftetjernite,Madagascar
Petscheckite,Madagascar
Pezzottaite,Madagascar
Potassic-fluoro-pargasite,Madagascar
Schiavinatoite,Madagascar
Vránaite,Madagascar
Bityite,Madagascar
Béhierite,Madagascar
Cesiokenopyrochlore,Madagascar
Perryite,Malawi / Oman (meteorite)
Malayaite,Malaysia
Niahite,Malaysia
Nordstrandite,Malaysia
Sarabauite,Malaysia
Yttrotungstite-(Y),Malaysia
Haxonite,Mexico (meteorite) / USA (meteorite)
Allendeite,Mexico (meteorite)
Davisite,Mexico (meteorite)
Grossmanite,Mexico (meteorite)
Hexamolybdenum,Mexico (meteorite)
Hutcheonite,Mexico (meteorite)
Kaitianite,Mexico (meteorite)
Kangite,Mexico (meteorite)
Adrianite,Mexico (meteorite)
Majindeite,Mexico (meteorite)
Monipite,Mexico (meteorite)
Nuwaite,Mexico (meteorite)
Panguite,Mexico (meteorite)
Paqueite,Mexico (meteorite)
Beckettite,Mexico (meteorite)
Tistarite,Mexico (meteorite)
Burnettite,Mexico (meteorite)
Butianite,Mexico (meteorite)
Chihuahuaite,Mexico (meteorite)
Polybasite,Mexico / Germany
Cliffordite,Mexico
Coccinite,Mexico
Colimaite,Mexico
Cosalite,Mexico
Cristobalite,Mexico
Cumengeite,Mexico
Cuprotungstite,Mexico
Cuzticite,Mexico
Daubréelite,Mexico
Denningite,Mexico
Djurleite,Mexico
Durangite,Mexico
Esperanzaite,Mexico
Eztlite,Mexico
Fluor-buergerite,Mexico
Guanajuatite,Mexico
Hidalgoite,Mexico
Hillebrandite,Mexico
Iodargyrite,Mexico
Jalpaite,Mexico
Kosmochlor,Mexico
Legrandite,Mexico
Livingstonite,Mexico
Lotharmeyerite,Mexico
Mapimite,Mexico
Margaritasite,Mexico
Mendozavilite-NaFe,Mexico
Metak?ttigite,Mexico
Miguelromeroite,Mexico
Moctezumite,Mexico
Mroseite,Mexico
Ojuelaite,Mexico
Ordo?ezite,Mexico
Bambollaite,Mexico
Paradamite,Mexico
Paraguanajuatite,Mexico
Paramendozavilite,Mexico
Paratellurite,Mexico
Poughite,Mexico
Pseudoboleite,Mexico
Quetzalcoatlite,Mexico
Rozhdestvenskayaite-(Zn),Mexico
Schmitterite,Mexico
Sillénite,Mexico
Benleonardite,Mexico
Sonoraite,Mexico
Aguilarite,Mexico
Spiroffite,Mexico
Spurrite,Mexico
Tlalocite,Mexico
Tlapallite,Mexico
Tomiolloite,Mexico
Tridymite,Mexico
Vanadinite,Mexico
Vanadium,Mexico
Xocolatlite,Mexico
Xocomecatlite,Mexico
Xonotlite,Mexico
Yecoraite,Mexico
Zapatalite,Mexico
Zemannite,Mexico
Boleite,Mexico
Bromargyrite,Mexico
Alamosite,Mexico
Burckhardtite,Mexico
Bystr?mite,Mexico
Carlfriesite,Mexico
Cervelleite,Mexico
Cesbronite,Mexico
Choloalite,Mexico
Ferriallanite-(Ce),Mongolia
Armstrongite,Mongolia
Mongolite,Mongolia
Rossovskyite,Mongolia
Hydroxylbastn?site-(Nd),Montenegro
Armalcolite,Moon
Pyroxferroite,Moon
Tranquillityite,Moon
Yoshiokaite,Moon
Cerium,Moon
Dmitryivanovite,Morocco (meteorite)
Krotite,Morocco (meteorite)
Melliniite,Morocco (meteorite)
St?fflerite,Morocco (meteorite)
Ahrensite,Morocco (meteorite)
Tissintite,Morocco (meteorite)
Vestaite,Morocco (meteorite)
Chenmingite,Morocco (meteorite)
Despujolsite,Morocco
Fluorarrojadite-(BaFe),Morocco
Angarfite,Morocco
Gaudefroyite,Morocco
Graulichite-(La),Morocco
Grguricite,Morocco
Halilsarpite,Morocco
Henritermierite,Morocco
Imiterite,Morocco
Irhtemite,Morocco
Jacquesdietrichite,Morocco
Jouravskite,Morocco
Arhbarite,Morocco
Maghrebite,Morocco
Marokite,Morocco
Mélonjosephite,Morocco
Neltnerite,Morocco
Nickelaustinite,Morocco
Nickeltalmessite,Morocco
Agardite-(Y),Morocco
Wendwilsonite,Morocco
Bouazzerite,Morocco
Bounahasite,Morocco
Burtite,Morocco
Ferro-bosiite,Mozambique
Hafnon,Mozambique
Yttrocolumbite-(Y),Mozambique
Eckermannite,Myanmar
Fabrièsite,Myanmar
Jadeite,Myanmar
Johnkoivulaite,Myanmar
Katophorite,Myanmar
Kyawthuite,Myanmar
Magnesio-arfvedsonite,Myanmar
Avdeevite,Myanmar
Painite,Myanmar
Perettiite-(Y),Myanmar
Trinepheline,Myanmar
Arsenbrackebuschite,Namibia / Germany
Staněkite,Namibia / France
Chudobaite,Namibia
Damaraite,Namibia
Davidlloydite,Namibia
Duftite,Namibia
Ekatite,Namibia
Ellingsenite,Namibia
Erikapohlite,Namibia
Erikjonssonite,Namibia
Ernstite,Namibia
Escheite,Namibia
Eyselite,Namibia
Fahleite,Namibia
Feinglosite,Namibia
Ferrilotharmeyerite,Namibia
Fleischerite,Namibia
Gaitite,Namibia
Gallobeudantite,Namibia
Galloplumbogummite,Namibia
Andyrobertsite,Namibia
Gebhardite,Namibia
Gerdtremmelite,Namibia
Germanite,Namibia
Giniite,Namibia
Grootfonteinite,Namibia
Helmutwinklerite,Namibia
Hereroite,Namibia
Hermannroseite,Namibia
Holdawayite,Namibia
Ianbruceite,Namibia
Idaite,Namibia
Itoite,Namibia
Jaffeite,Namibia
Jamesite,Namibia
Janchevite,Namibia
Johillerite,Namibia
Johninnesite,Namibia
Joosteite,Namibia
Karibibite,Namibia
Arisite-(La),Namibia
Kegelite,Namibia
Keyite,Namibia
Khorixasite,Namibia
Kombatite,Namibia
Koritnigite,Namibia
Arsendescloizite,Namibia
Krieselite,Namibia
Arsenohopeite,Namibia
Leiteite,Namibia
Arsentsumebite,Namibia
Ludlockite,Namibia
Lukrahnite,Namibia
Magnesio-hornblende,Namibia
Asisite,Namibia
Mathewrogersite,Namibia
Milanriederite,Namibia
Minrecordite,Namibia
Molybdofornacite,Namibia
Namibite,Namibia
O'danielite,Namibia
Omongwaite,Namibia
Otavite,Namibia
Otjisumeite,Namibia
Ovamboite,Namibia
Plumboselite,Namibia
Plumbotsumite,Namibia
Bartelkeite,Namibia
Prosperite,Namibia
Queitite,Namibia
Reinerite,Namibia
Ribbeite,Namibia
Roymillerite,Namibia
Sazhinite-(La),Namibia
Schaurteite,Namibia
Schneiderh?hnite,Namibia
Schultenite,Namibia
Sewardite,Namibia
Sidpietersite,Namibia
Skorpionite,Namibia
Stercorite,Namibia
Stibioclaudetite,Namibia
Stottite,Namibia
Stranskiite,Namibia
Swaknoite,Namibia
S?hngeite,Namibia
Betpakdalite-CaMg,Namibia
Thometzekite,Namibia
Tsumcorite,Namibia
Tsumebite,Namibia
Tsumgallite,Namibia
Biehlite,Namibia
Vanackerite,Namibia
Vladkrivovichevite,Namibia
Warikahnite,Namibia
Wilhelmkleinite,Namibia
Windhoekite,Namibia
Yangite,Namibia
Zincgartrellite,Namibia
Zincrosasite,Namibia
Zincroselite,Namibia
Brunogeierite,Namibia
Calcioandyrobertsite,Namibia
Calvertite,Namibia
Carlfrancisite,Namibia
Taenite,New Zealand ?
Coombsite,New Zealand
Ferroaluminoceladonite,New Zealand
Ferroceladonite,New Zealand
Feruvite,New Zealand
Huttonite,New Zealand
Motukoreaite,New Zealand
Awaruite,New Zealand
Taranakite,New Zealand
Tuhualite,New Zealand
Waipouaite,New Zealand
Wairakite,New Zealand
Wairauite,New Zealand
Akatoreite,New Zealand
Lechatelierite,Niger
Zagamiite,Nigeria (meteorite) / Morocco (meteorite)
Liebermannite,Nigeria (meteorite)
Ferronigerite-2N1S,Nigeria
Johachidolite,North Korea
Kotoite,North Korea
Suanite,North Korea
Dorallcharite,North Macedonia
Ferricoronadite,North Macedonia
Jankovi?ite,North Macedonia
Lorándite,North Macedonia
Macedonite,North Macedonia
Magnesiovesuvianite,North Macedonia
Ne?ilovite,North Macedonia
Parapierrotite,North Macedonia
Picotpaulite,North Macedonia
Piemontite-(Pb),North Macedonia
Raguinite,North Macedonia
Rebulite,North Macedonia
Simonite,North Macedonia
Bernardite,North Macedonia
Thalliumpharmacosiderite,North Macedonia
Vrbaite,North Macedonia
Zincovelesite-6N6S,North Macedonia
Changesite-(Y),"Northeastern Oceanus Procellarum, the Moon"
Louisfuchsite,Northwest Africa
Alnaperb?eite-(Ce),Norway
Cummingtonite,Norway
Althausite,Norway
Datolite,Norway
Davidite-(Ce),Norway
Davidsmithite,Norway
Dypingite,Norway
Eirikite,Norway
Eudidymite,Norway
Euxenite-(Y),Norway
Ferri-hellandite-(Ce),Norway
Ferro-katophorite,Norway
Ferro-taramite,Norway
Ferrochiavennite,Norway
Fluorbritholite-(Y),Norway
Andradite,Norway
Gadolinite-(Ce),Norway
Gjerdingenite-Fe,Norway
Gjerdingenite-Mn,Norway
Grenmarite,Norway
Anthophyllite,Norway
Hambergite,Norway
Hansesmarkite,Norway
Heftetjernite,Norway
Hellandite-(Y),Norway
Heneuite,Norway
Heulandite-Ba,Norway
Heyerdahlite,Norway
Hiortdahlite,Norway
Hoelite,Norway
Holtedahlite,Norway
Homilite,Norway
Hundholmenite-(Y),Norway
Hydrotalcite,Norway
Hydroxylgugiaite,Norway
H?gtuvaite,Norway
Janhaugite,Norway
Kainosite-(Y),Norway
Kamphaugite-(Y),Norway
Armenite,Norway
Aegirine,Norway
Kristiansenite,Norway
Leucophanite,Norway
Lisetite,Norway
L?venite,Norway
Aspedamite,Norway
Astrophyllite,Norway
Atelisite-(Y),Norway
Melanocerite-(Ce),Norway
Meliphanite,Norway
Microcline,Norway
Millsite,Norway
Aeschynite-(Y),Norway
Mosandrite-(Ce),Norway
Babingtonite,Norway
Nordenski?ldine,Norway
Nyb?ite,Norway
Oftedalite,Norway
Agakhanovite-(Y),Norway
Perb?eite-(Ce),Norway
Peterandresenite,Norway
Bastn?site-(Nd),Norway
Raadeite,Norway
Rosenbuschite,Norway
Schlüterite-(Y),Norway
Skutterudite,Norway
Stetindite-(Ce),Norway
Sveinbergeite,Norway
Taramite,Norway
Thorite,Norway
Thortveitite,Norway
Tritomite-(Ce),Norway
Tvedalite,Norway
Tveitite-(Y),Norway
W?hlerite,Norway
Xenotime-(Y),Norway
Zirconolite,Norway
Byrudite,Norway
Cappelenite-(Y),Norway
Catapleiite,Norway
Alflarsenite,Norway
Cayalsite-(Y),Norway
Chihmingite,Norway
Hapkeite,Oman
Isocubanite,Pacific Ocean
Caminite,Pacific Ocean
Hingganite-(Nd),Pakistan
Munirite,Pakistan
Sinoite,Pakistan
Billwiseite,Pakistan
Zaherite,Pakistan
Dargaite,Palestine
Dzier?anowskite,Palestine
Fluormayenite,Palestine
Harmunite,Palestine
Nabimusaite,Palestine
Qeltite,Palestine
Vapnikite,Palestine
Iridarsenite,Papua New Guinea
Ruthenarsenite,Papua New Guinea
Strontiochevkinite,Paraguay
Phosphammite,Peru / Australia
Dwornikite,Peru
Enargite,Peru
Fernandinite,Peru
Anorpiment,Peru
Gratonite,Peru
Guanine,Peru
Hewettite,Peru
Huanzalaite,Peru
Hyr?lite,Peru
Keutschite,Peru
Manganoquadratite,Peru
Matildite,Peru
Melanovanadite,Peru
Menchettiite,Peru
Minasragrite,Peru
Oxammite,Peru
Oyonite,Peru
Pascoite,Peru
Patrónite,Peru
Ramosite,Peru
Baumstarkite,Peru
Retgersite,Peru
Agmantinite,Peru
Sangenaroite,Peru
Benavidesite,Peru
Sincosite,Peru
Spryite,Peru
Stanleyite,Peru
Tennantite-(Cu),Peru
Terrywallaceite,Peru
Uchucchacuaite,Peru
Virgilite,Peru
Luzonite,Philippines
Czochralskiite,Poland (meteorite)
Moraskoite,Poland (meteorite)
Browneite,Poland (meteorite)
Buseckite,Poland (meteorite)
Stilpnomelane,Poland / Czech Republic
Chrysotile,Poland
